0,0,1
0,1,1
0,2,1
0,3,1
1,4,2
1,5,1
1,6,1
1,7,1
1,8,2
1,9,1
1,10,5
1,11,1
1,12,1
1,13,1
1,14,2
1,15,3
1,16,5
1,17,2
1,18,1
1,19,1
1,20,1
1,21,2
1,22,1
1,23,2
